sven ulreich
dion-lopy
jesus-vallejo
fisnik-asllani
william-bianda
siriki-dembele
gabriel-strefezza
ruben-vinagre
charles-aranguiz
alex-kral
kike-salas
diego-lopez
david-lopez
loren-moron
gianluca-caprari
marco-dalessandro
zeki-celik
wissam-ben-yedder
robert-gumny
luca-netz
patrick-bamford
daniel-podence
alberto-grassi
clement-lenglet
vladimir-darida
anthony-jung
alessandro-cortinovis
timothy-fosu-mensah
edu-exposito
emmanuel-ekong
florian-neuhaus
matt-turner
fabio-chiarodia
kevin-gameiro
ihlas-bebou
srdjan-babic
luis-milla
papa-ndiaga-yade
isak-pettersson
adam-webster
josko-gvardiol
samu-costa
patric
veljko-birmancevic
romain-faivre
leonardo-capezzi
castello-lukeba
cedric-hountondji
marcus-thuram
nicolas-dominguez
takefusa-kubo
marash-kumbulla
keidi-bare
lukas-petkov
saif-eddine-khaoui
jens-grahl
william-saliba
vincent-marchetti
jae-sung-lee
luka-jovi%C4%87
diogo-leite
mohamed-fares
harrison-reed
keylor-navas
lucas-vazquez
david-costa
kieran-trippier
bradley-barcola
matheus-cunha
sven-michel
maxime-busi
yehvann-diouf
ivan-balliu
konstantinos-tsimikas
ez-abde
wilfried-kanga
emiliano-marcondes
ruben-vargas
gabriel-magalhaes
julio-enciso
fidel
axel-witsel
ibrahima-konate
marius-adamonis
david-garcia
baila-diallo
takehiro-tomiyasu
berat-djimsiti
antonio-blanco
lilian-egloff
jesse-lingard
adrian-grbic
enzo-le-fee
matteo-guendouzi
joe-willock
manuel-neuer
fede-san-emeterio
michael-zetterer
sergio-ramos
marcus-bettinelli
jerome-onguene
sa-scaron-a-luki%C4%87
sergio-leon
demba-seck
inigo-eguaras
timothe-nkada
alessandro-florenzi
luigi-sepe
marlos-moreno
khvicha-kvaratskhelia
mattia-zanotti
mariano-diaz
eric-dier
donny-van-de-beek
boubacar-traore
said-benrahma
harry-maguire
thomas-delaine
thorgan-hazard
aleksandr-golovin
samuel-umtiti
ferland-mendy
thomas-foket
jeremie-boga
piotr-zielinski
ashley-young
takuma-asano
leon-bailey
kyle-walker-peters
sheraldo-becker
tiago-tomas
yahia-fofana
kingsley-ehizibue
marvin-ducksch
joan-garcia
rasmus-kristensen
ousmane-camara
xavier-chavalerin
jhon-lucumi
ayoze-perez
riccardo-orsolini
connor-ronan
wilson-odobert
jose-maria-gimenez
kristoffer-ajer
wojciech-szczesny
jean-botue
amine-adli
juan-jose-perea
luiz-felipe
vlad-chiriches
marcel-wenig
denis-suarez
jefferson-lerma
brayann-pereira
cesar-azpilicueta
maximilian-bauer
dimitri-payet
kevin-danso
mickael-malsa
joao-cancelo
ignatius-ganago
albert-sambi-lokonga
mio-backhaus
gregor-kobel
carlos-fernandez
kristian-pedersen
luiz-henrique
anuar
sasa-kalajdzic
kristjan-asllani
filippo-romagna
charles-traore
angel-gomes
iago-aspas
ryan-fraser
pedro
boubakary-soumare
alessandro-zanoli
soualiho-meite
florian-tardieu
kaio-jorge
dyego-sousa
henrique-silva
zouhair-feddal
thomas-himeur
gonzalo-melero
cristian-volpato
fabrizio-angileri
robin-zentner
gabriel-paletta
jonas-hector
delano-burgzorg
randal-kolo-muani
antonio-raimondo
memphis-depay
sergi-canos
ola-aina
erling-haaland
adam-smith
leo-leroy
florent-ogier
hugo-ekitike
kiernan-dewsbury-hall
saman-ghoddos
giorgio-scalvini
david-brooks
fernando-pacheco
robin-knoche
fabio-miretti
david-okereke
noah-joel-sarenren-bazee
vinicius-souza
anthony-lopes
elias-damergy
ivan-toney
hamed-junior-traore
silvan-widmer
marlon
marc-guehi
andrea-barberis
issa-kabore
patrick-ciurria
woo-yeong-jeong
ruben-aguilar
ilaix-moriba
mattia-valoti
nemanja-maksimovi%C4%87
dominik-greif
fernando
nemanja-gudelj
colin-dagba
pierre-kalulu
jan-schroder
kevin-kampl
jeremy-sarmiento
simon-zoller
harry-winks
jakob-busk
antonis-aidonis
ben-johnson
pierre-emile-hojbjerg
alex-telles
lois-openda
willem-geubbels
julian-kristoffersen
vito-mannone
tom-krauss
nicolas-hofler
lee-buchanan
tommaso-baldanzi
facundo-pellistri
francesco-bardi
ezri-konsa
martin-merquelanz
jose-mari
vincenzo-grifo
flavius-daniliuc
wayne-hennessey
krepin-diatta
unai-nunez
thomas-muller
christian-gunter
omar-richards
brian-oddei
aitor-ruibal
simone-edera
stole-dimitrievski
armando-broja
sofiane-boufal
marco-asensio
rodrigo-zalazar
victor-ruiz
benjamin-pavard
hugo-lloris
lucas-boye
yves-bissouma
matteo-politano
pathe-ciss
andrea-petagna
reinier
brian-ocampo
james-maddison
trent-alexander-arnold
niko-giesselmann
marquinhos
francesco-orlando
junior-flemmings
gerard-yepes
thomas-meunier
wilfried-zaha
josuha-guilavogui
keane-lewis-potter
antonio-rudiger
leo-fuhr-hjelde
serge-aurier
karl-darlow
leandro-barreiro
darwin-nunez
romelu-lukaku
antonio-sanabria
adrien-truffert
antonino-gallo
marcao
jim-allevinah
bruno-guimaraes
timo-schlieck
gavin-bazunu
cheick-doucoure
ramon-terrats
gauthier-gallon
chris-mepham
ben-white
jed-steer
alex-berenguer
jeremy-doku
santiago-bueno
teddy-boulhendi
fabio-schneider
christopher-nkunku
daichi-kamada
morten-thorsby
jens-stage
mikael-egill-ellertsson
sergio-reguilon
sebastian-rode
richarlison
amir-rrahmani
mark-uth
dodi-lukebakio
marcin-listkowski
brandon-williams
axel-werner
birger-meling
thomas-mangani
joachim-andersen
kaan-ayhan
diego-carlos
oliver-christensen
milos-veljkovic
sebastian-polter
vicente-guaita
luca-kilian
philipp-hofmann
axel-tuanzebe
jose-luis-palomino
ismaily
suat-serdar
alessandro-micai
diego-llorente
remi-oudin
thibault-tamas
cengiz-under
juan-musso
thomas-delaney
rodrigo-riquelme
pau-torres
jacob-murphy
carlos-vinicius
mathias-pereira-lage
ben-chilwell
lois-diony
elbasan-rashani
waniss-taibi
mohamed-salah
antonio-raillo
elseid-hysaj
stefan-de-vrij
max-kilman
bernd-leno
gedeon-kalulu
harry-arter
will-dennis
mohamed-bayo
arnaud-nordin
manuel-riemann
alfred-gomis
eliot-matazo
rui-patricio
divock-origi
halid-sabanovic
el-bilal-toure
pedro-neto
vedat-muriqi
gianluigi-donnarumma
lucas-robertone
robert-navarro
anthony-modeste
reece-oxford
moussa-djenepo
dimitri-lienard
jakub-kiwior
adrian
andrei-motoc
mohamed-simakan
reece-james
lilian-brassier
matias-vina
pablo-mari
john-bjorkengren
alfonso-espino
martin-hongla
theo-bongonda
ben-bobzien
louis-lord
willy-caballero
irvin-cardona
matias-vecino
florent-duparchy
alfred-duncan
jeremie-frimpong
juan-cabal
diego-gonzalez
linus-gechter
jacob-bruun-larsen
manu-sanchez
mostafa-mohamed
noah-fadiga
niklas-lomb
eric-martel
juan-miranda
marcos-antonio
enzo-tchato
samuele-birindelli
manu-vallejo
lukas-ullrich
craig-dawson
nicola-ravaglia
nicolas-gonzalez
etienne-capoue
ismael-doukoure
oscar-valentin
stuart-dallas
granit-xhaka
samuel-moutoussamy
mouhamadou-sarr
mario-pasalic
marlon-mustapha
kingsley-coman
philipp-schulze
antonio-sanchez
mounaim-el-idrissy
achraf-hakimi
tanguy-coulibaly
aritz-elustondo
paolo-ghiglione
hugo-duro
gabriel-martinelli
ibrahima-diallo
bartosz-bereszynski
ralf-fahrmann
chancel-mbemba
leo-jardim
tommaso-augello
julian-pollersbeck
jonjo-shelvey
jere-uronen
giulian-biancone
angelo-fulgini
myron-boadu
jesus-vazquez
hugo-mallo
baptiste-santamaria
tommaso-pobega
jean-clair-todibo
simone-pafundi
jack-colback
andrea-cambiaso
piero-hincapie
leandro-trossard
salih-ozcan
willi-orban
robert-lewandowski
pasquale-mazzocchi
matteo-lovato
ilkay-gundogan
marcelo-brozovic
daniele-padelli
renan-lodi
brenden-aaronson
miha-blazic
andreas-jungdal
mark-flekken
james-garner
darlin-yongwa
ross-barkley
sebastiaan-bornauw
javier-pastore
dejan-ljubicic
kerim-calhanoglu
alexandre-pierre
ivan-ordets
mikel-balenziaga
jannik-vestergaard
julian-alvarez
borja-garcia
joel-matip
dominic-calvert-lewin
alvaro-gimenez
brennan-johnson
nils-petersen
dani-garcia
hugo-guillamon
youcef-atal
aymen-barkok
jan-thielmann
raphael-varane
sergi-gomez
lebo-mothiba
david-de-gea
janis-blaswich
maxence-caqueret
robin-risser
armando-izzo
adil-aouchiche
rafael-borre
timo-baumgartl
alexis-mac-allister
pepe-reina
helibelton-palacios
ilia-gruev
jaidon-anthony
koni-de-winter
enzo-millot
ibrahim-amadou
matteo-bignetti
valentino-lazaro
razvan-marin
eddie-nketiah
amos-pieper
michail-antonio
fikayo-tomori
folarin-balogun
andreas-bruus
julian-baumgartlinger
nicolo-barella
anton-stach
robin-gosens
emerson-royal
mamadou-sakho
adam-jakubech
randy-nteka
mikel-vesga
ardian-ismajli
nikolas-nartey
niklas-sule
diego-costa
virgil-van-dijk
dean-henderson
oscar-de-marcos
pietro-boer
massadio-haidara
stefan-lainer
thomas-strakosha
christian-acella
angel-di-maria
declan-rice
florian-sotoca
christoph-kramer
maximilian-mittelstadt
david-gil
arne-maier
antonee-robinson
adrien-tameze
jordan-ayew
bono
angelino
gianluca-pegolo
mohamed-elyounoussi
tom-rothe
tyler-adams
lesley-ugochukwu
leo-ostigard
mathias-autret
jose-carlos-lazo
toti
reiss-nelson
mattia-zaccagni
issiaga-sylla
adnan-januzaj
andy-lonergan
alvaro-negredo
yannik-keitel
stefan-posch
hans-hateboer
gonzalo-villar
cenk-ozkacar
lucas-torro
kenny-tete
pablo-rosario
deyovaisio-zeefuik
santiago-ascacibar
joel-veltman
hector-bellerin
pablo-fornals
diant-ramaj
musa-barrow
arnau-puigmal
roger-ibanez
niklas-klinger
antonio-mirante
kristoffer-askildsen
rodrigo-becao
samuel-gigot
lukas-klostermann
joseph-aidoo
wladimiro-falcone
pape-matar-sarr
nordine-kandil
juanjo-narvaez
peter-pekarik
dalbert
samuele-ricci
zidan-sertdemir
etrit-berisha
diego-valencia
batista-mendy
sinaly-diomande
jonny-evans
munas-dabbur
yanis-begraoui
sekou-mara
joaquin-sosa
jessy-moulin
erhan-masovic
augusto-solari
bremer
merlin-rohl
steve-mounie
kenedy
adrien-hunou
angel-correa
timo-horn
lionel-messi
raul-jimenez
abdu-conte
bartol-franjic
christian-gytkjaer
lucas-digne
mattia-caldara
cyrille-bayala
emil-bohinen
leonardo-buta
serhou-guirassy
esteban-saveljich
tyrell-malacia
scott-mctominay
pau-lopez
sam-johnstone
jon-pacheco
leonardo-balerdi
aaron-zehnter
juanpe
tymoteusz-puchacz
danilo-dambrosio
ruan-tressoldi
ado-onaiwu
simone-bastoni
willian-jose
yoane-wissa
choco-lozano
marvin-friedrich
joe-scally
alex-cordaz
jeremias-ledesma
milos-pantovic
hakan-calhanoglu
fred
saidy-janko
inigo-lekue
gregoire-coudert
matthis-abline
joan-gonzalez
jonny-otto
alex-mccarthy
stefan-bell
marcel-sabitzer
ante-rebic
alejandro-catena
nemanja-mati%C4%87
flavien-tait
domingos-duarte
andrea-carboni
jan-bednarek
conor-gallagher
lyanco
theo-pellenard
timothy-weah
cristian-buonaiuto
marvin-schwabe
nicola-rigoni
alessandro-russo
mats-hummels
tarsis-bonga
angel-algobia
norbert-gyomber
cristian-romero
mohamed-camara
ben-pearson
florian-muller
arnaut-danjuma
yvandro-borges-sanches
sebastien-haller
patson-daka
maghnes-akliouche
paul-wanner
gerson
frank-onyeka
ryan-sessegnon
jon-moncayola
renaud-ripart
joe-rodon
valentin-gendrey
inaki-williams
moses-simon
nedim-bajrami
elye-wahi
jon-ander-garrido
goncalo-paciencia
dimitrije-kamenovic
bryan-gil
julen-agirrezabala
jack-butland
clement-vidal
benjamin-mendy
maxime-esteve
ludwig-augustinsson
junior-sambia
jairo-riedewald
joe-rothwell
jack-harrison
matt-ritchie
danilo-pereira
denso-kasius
moises-caicedo
nabil-fekir
aaron-wan-bissaka
joaquin
mads-bech-sorensen
borja-mayoral
yasser-larouci
oihan-sancet
marcus-rashford
keven-schlotterbeck
andriy-lunin
giangiacomo-magnani
paul-akouokou
stephy-mavididi
manolo-gabbiadini
jeroen-zoet
kristoffer-klaesson
jeremy-le-douaron
karim-benzema
riyad-mahrez
harry-kane
fode-ballo-toure
samuel-lino
carlos-soler
nico-melamed
jose-fonte
dejan-kulusevski
quentin-merlin
yann-lienard
luka-lochoshvili
pol-lozano
jack-hendry
salvatore-sirigu
jamal-lewis
jacopo-sala
alvaro-odriozola
levin-oztunali
juan-iglesias
jordan-amavi
filippo-terracciano
sael-kumbedi
abdoulaye-kamara
pedro-mendes
rolando-mandragora
joselu
sebastian-andersson
papu-gomez
toni-fuidias
josh-dasilva
ante-palaversa
evann-guessand
omar-colley
neco-williams
kerem-demirbay
willy-boly
lorenzo-venuti
yoann-cathline
federico-gatti
luka-modric
matthias-kobbing
kike-garcia
monchu
ederson
david-raya
karim-zedadka
nehuen-perez
luke-shaw
rodrigo
wataru-endo
thiago
ko-itakura
victor-lindelof
edoardo-bove
douglas-luiz
ousmane-dembele
martin-montoya
abdoulaye-bamba
raul-garcia
chidera-ejuke
nicolo-zaniolo
desire-doue
denys-bain
charles-de-ketelaere
che-adams
antoine-mendy
vanderson
alidu-seidu
tyrick-mitchell
el-chadaille-bitshiabu
alex-remiro
cameron-archer
joan-jordan
pavel-kaderabek
jonathan-david
ivan-martos
marco-richter
alexandre-lacazette
miguel-gutierrez
chris-fuhrich
yannick-gerhardt
antoine-griezmann
renato-sanches
lazar-samardzic
gabri-veiga
michael-esser
hugo-siquet
adam-masina
sam-surridge
nathan-patterson
bebe
stephan-el-shaarawy
alexis-blin
luka-milivojevic
ronaldo-vieira
toni-villa
lukasz-skorupski
yannick-carrasco
fabio-quagliarella
nemanja-radonji%C4%87
nico-schlotterbeck
jean-charles-castelletto
aleix-vidal
achraf-dari
martin-valjent
nico-elvedi
agustin-rogel
karol-linetty
mattia-viti
kamaldeen-sulemana
kristijan-jakic
min-jae-kim
geoffrey-kondogbia
alex-sandro
dan-axel-zagadou
orel-mangala
ermedin-demirovic
fabinho
khephren-thuram
felix-uduokhai
maxim-leitsch
jeff-reine-adelaide
nacho-vidal
phil-jones
jordan-pickford
emerson
gor-manvelyan
patrick-osterhage
roberto-gagliardini
salomon-rondon
alessandro-tuia
gerard-pique
rayan-raveloson
christopher-jullien
philipp-forster
silas
yllan-okou
brecht-dejaegere
pierre-lees-melou
luca-pellegrini
dimitrios-limnios
shane-duffy
ante-coric
ramy-bensebaini
danny-ings
maxime-le-marchand
kiko-femenia
ronael-pierre-gabriel
andrea-consigli
oriol-romeu
noah-jean-holm
sergino-dest
domagoj-bradaric
brice-samba
samu-castillejo
billal-brahimi
pawel-dawidowicz
sardar-azmoun
luca-gemello
dodo
paul-seguin
jack-stacey
emanuel-vignato
mario-suarez
manuel-lazzari
gavi
romain-del-castillo
javi-sanchez
taty-castellanos
davie-selke
gideon-mensah
gaetano-castrovilli
petar-stojanovic
marko-dmitrovi%C4%87
sergio-asenjo
jason-steele
demarai-gray
faitout-maouassa
dwight-mcneil
wisdom-amey
mert-cetin
falaye-sacko
karamoko-dembele
adam-marusic
diego-rico
amadou-haidara
adrien-rabiot
alexis-claude-maurice
mikel-merino
lars-stindl
kieffer-moore
joakim-maehle
aaron-ramsdale
cristhian-mosquera
nicolo-casale
matteo-bianchetti
conor-coventry
raheem-sterling
leroy-sane
giulio-maggiore
romain-perraud
marco-bleve
haris-belkebla
felix-lemarechal
jonathan-tah
destiny-udogie
ryan-fredericks
cyriel-dessers
leandro-paredes
sebastian-rudy
wesley-said
jaime-baez
aaron-cresswell
erik-palmer-brown
arthur-theate
samuel-chukwueze
isak-hien
enes-unal
liam-cooper
eric-maxim-choupo-moting
joaquin-correa
nick-pope
nicola-sansone
fabian-ruiz
andre-onana
caglar-soyuncu
conor-coady
genki-haraguchi
jeffrey-gouweleeuw
benno-schmitz
luis-hernandez
lucas-tousart
naouirou-ahamada
warmed-omari
scott-mckenna
donyell-malen
antonis-siatounis
david-silva
youssoufa-moukoko
Alassane Pléa
Stefan Savić
Frank Tsadjout
Abdou Diallo
Adri Embarba
Jack Colback
Edouard Mendy
Kingsley Ehizibue
Sandro Tonali
Benjamin Lecomte
Santiago Bueno
Jérémie Bela
Maxi Gómez
Adam Armstrong
Bruno Guimarães
Giuseppe Pezzella
Nicola Murru
Gabriel Gudmundsson
Hugo Duro
Nicolás González
Alex Iwobi
Edin Džeko
Benjamin Henrichs
Jonathan Bamba
Valentin Antov
Óscar Rodríguez Arnaiz
Philipp Hofmann
Juan Foyth
Tuta
Ismail Jakobs
Gerard Gumbau
Alexis Mac Allister
Danny da Costa
Karol Linetty
Bartłomiej Drągowski
Harvey Elliott
Serge Gnabry
Sepp van den Berg
Bartol Franjić
Domingos Duarte
Jean-Victor Makengo
Lucas Paquetá
Angelo Stiller
Yangel Herrera
Gaëtan Laborde
Kieran Trippier
Oihan Sancet
Victor Osimhen
Florian Sotoca
İlkay Gündoğan
Stanley N'Soki
Timothy Chandler
Casemiro
Luca Marrone
Matteo Gabbia
Robin Zentner
Ander Capa
Maximiliano Caufriez
Valerio Verre
Justin Njinmah
Eray Cömert
Jonas Hofmann
Rodrigo Zalazar
Abdelhamid Sabiri
Shane Duffy
Philipp Lienhart
Hannes Wolf
Martin Ødegaard
Pavel Kadeřábek
Jonny Evans
Franck Honorat
Mário Rui
Álex Collado
Alessandro Florenzi
Chris Richards
Dejan Ljubicic
Bingourou Kamara
Hakan Çalhanoğlu
Jeffrey Gouweleeuw
Rick Karsdorp
Roberto Soriano
Frenkie de Jong
Moses Simon
Idrissa Gana Gueye
Fabio Depaoli
Emmanuel Gyasi
Dimitri Foulquier
Felipe
Isco
Pathé Ciss
Erhan Mašović
Batista Mendy
Wesley Saïd
Saša Lukić
Edu Expósito
Unai Vencedor Paris
Patrick Bamford
Manuel Akanji
Karim Rekik
Fabio Quagliarella
Umar Sadiq
Hakim Ziyech
Ben Davies
Jonathan Tah
Thibaut Courtois
Yves Bissouma
Patric
Jérémy Le Douaron
Nico Ribaudo
Raphaël Guerreiro
David Alaba
Ardian Ismajli
Luca Netz
Maranhão
Saidy Janko
Sergio Ramos
Adam Smith
Romain Del Castillo
Tiago Tomás
Lois Diony
Lionel Messi
Rafa Mir
Leonardo Bittencourt
Damien Da Silva
Tyronne Ebuehi
Rodrigo De Paul
Brecht Dejaegere
Nico Schlotterbeck
Jesse Lingard
Oliver Baumann
Martín Montoya
Joaquín Correa
Davide Frattesi
Marcin Bułka
Romain Hamouma
Jack Stephens
Mitchell van Bergen
Ruben Aguilar
Axel Witsel
Adam Ounas
Martín Zubimendi
Kevin De Bruyne
Kai Havertz
Kieran Tierney
Juan Miranda
Kike Pérez
Jan Paul van Hecke
Predrag Rajković
Aurélien Tchouaméni
Christian Groß
Julien Laporte
Kevin Akpoguma
Amos Pieper
Yacine Adli
Mohamed Elyounoussi
Juan Carlos
Davide Calabria
Daniel Vivian
Javi
Anton Stach
Edoardo Bove
Stanislav Lobotka
Manuel Lazzari
Ismaëlben Boura
Pietro Pellegri
Cristiano Biraghi
Pedro
Yan Couto
Alessandro Cortinovis
Sergi Roberto
Daniel James
Marcos Llorente
Xaver Schlager
Nemanja Gudelj
Suliman Mustapha
Davide Faraoni
Dennis Geiger
Yussuf Poulsen
Omar Marmoush
Radamel Falcao
Filip Kostić
Youssouf M'Changama
Rui Silva
Ola Aina
Pau López
Joël Veltman
Vincenzo Grifo
Mehmet-Can Aydin
Joško Gvardiol
John Stones
Jack Stacey
Angelo Fulgini
Kiernan Dewsbury-Hall
Jean Onana
Declan Rice
Perr Schuurs
Pedro Chirivella
Tony Jantschke
Romain Faivre
Pepín
Marco Sportiello
Hugo Guillamón
Timothy Fosu-Mensah
Mikel Merino
Sehrou Guirassy
Manor Solomon
Iyenoma Udogie
Maxime Gonalons
Nicolò Zaniolo
Kiko Femenía
Gideon Mensah
Jaidon Anthony
Amine Gouiri
Josh Dasilva
Flavius Daniliuc
Leonardo Bonucci
Exequiel Palacios
David López
Giulio Maggiore
Alphonso Davies
Pierre-Emerick Aubameyang
Thomas Henry
Isaac Palazón Camacho
Adrien Rabiot
Omar El Hilali
Domagoj Bradarić
Papa Ndiaga Yade
Ángel Correa
Rafael Tolói
Iago
Florian Tardieu
Marko Pjaca
Bernardo Espinosa
Patrick Pentz
Armando Izzo
Jens Cajuste
Wout Faes
Alessandro Bastoni
Dimitris Nikolaou
Djibril Sow
Christopher Jullien
Jacopo Segre
Wataru Endo
Pep Chavarría
Matteo Bianchetti
Danilo Pereira
Derry Scherhant
Saîf-Eddine Khaoui
M'Baye Niang
Josip Brekalo
Amadou Onana
Alex Telles
Kim Min-jae
Grigoris Kastanos
Leonardo Balerdi
Abdul Mumin
Guglielmo Vicario
Florent Mollet
Matteo Politano
Toni Lato
Milan Đurić
Andrej Kramarić
Nehuén Pérez
Mads Pedersen
Adrien Hunou
Alejandro Pozo Pozo
Yuri Berchiche
Łukasz Fabiański
Adam Ounas
Nicolò Rovella
Marko Arnautović
Kiliann Sildillia
Iago Aspas
Santiago Ascacíbar
Jean-Kevin Duverne
Junior Sambia
Gonçalo Paciência
Lucas Robertone
Simone Bastoni
Petko Hristov
Kevin Volland
Tyrese Francois
Amine Adli
Santi Comesaña
Frederik Rønnow
Toma Bašić
Alexis Sánchez
Grischa Prömel
Emil Audero
Clinton Mola
Aleksa Terzić
Angelo Ogbonna
Josuha Guilavogui
Aritz Elustondo
Paulo Dybala
Musa Barrow
Takehiro Tomiyasu
Pierre Kalulu
Gaëtan Charbonnier
Dylan Bronn
Niko Gießelmann
Samuel Moutoussamy
Samuel Edozie
Petar Stojanović
Domenico Berardi
Koffi Djidji
Mateo Kovačić
Pedro Bigas
Jacek Góralski
Joe Gelhardt
Philipp Förster
Dani Olmo
Diego Llorente
Lameck Banda
James Milner
Manuel Riemann
Teun Koopmeiners
Monchu
Kerim Calhanoglu
Luca Kilian
Raphaël Varane
Kays Ruiz
Daniel Amartey
Enzo Le Fée
Koni De Winter
Emre Can
Ricardo Rodríguez
Vitinha
Ander Herrera
Riccardo Saponara
Matías Vecino
Dani Rodríguez
Loïc Bade
Gorka Guruzeta
Reece James
Loïs Openda
Charalambos Lykogiannis
Omar Mascarell
Steve Cook
Genki Haraguchi
Mehdi Bourabia
Unai García
Joe Willock
Enes Ünal
Gonzalo Verdú
Roberto Firmino
Johan Gastien
Youssoufa Moukoko
Issiaga Sylla
Nathan Redmond
Nemanja Maksimović
Marin Jakoliš
Maximilian Bauer
Moussa Diaby
Eldor Shomurodov
Abdou Harroui
Quentin Bernard
Julian Chabot
Rico Henry
Jeffrey Schlupp
Koke
Danilo D'Ambrosio
Mohamed Ali Cho
Alberto Perea
Nicolò Rovella
Charles Aránguiz
Irvin Cardona
Denis Huseinbasic
Adam Masina
Kasper Schmeichel
Morgan Gibbs-White
Dimitri Payet
Óscar Plano
Keidi Bare
Jimmy Cabot
Trevoh Chalobah
Ryan Christie
Robert Sánchez
Andrés Guardado
Juanjo Narváez
Maxwel Cornet
Joaquín
Rodrigo
Lee Kangin
Mattéo Guendouzi
Yerry Mina
James Ward-Prowse
Christian Kouamé
Juan Bernat
Kenan Karaman
Jorginho
Levin Öztunalı
Luca Caldirola
Ángel Di María
Mohammed Salisu
Jaime Seoane
Neco Williams
Obite N'Dicka
Giulian Biancone
Niclas Füllkrug
Toni Kroos
Fran Delgado
Javier Pastore
Daniel Kyereh
Stole Dimitrievski
Ibrahima Diallo
Lucas Pérez
Konrad Laimer
Fidel
Sergio Escudero
Marcus Ingvartsen
Crysencio Summerville
Kurt Zouma
Nicola Zalewski
Jean-Claude Billong
Mohamed Salah
Alex Sandro
Ado Onaiwu
Lago Junior
Florian Neuhaus
Haris Belkebla
Léo Leroy
Marcel Halstenberg
Carlos Clerc
Aaron Ramsdale
Robin Knoche
Waldemar Anton
Liam Henderson
Francis Coquelin
Luke Thomas
Mohamed Youssouf
Alexander Isak
Víctor Chust
Joshua Kimmich
Alexis Claude-Maurice
Virgil van Dijk
Erik Botheim
Gabriel Dos Santos
Tyrick Mitchell
El Bilal Touré
Alexander Sørloth
Elba Rashani
Tete Morente
Eric García
Romain Perraud
Adam Hložek
Yusuf Yazıcı
Gauthier Hein
Mikel Vesga
Toni Villa
Adrien Thomasson
Luka Jović
Pol Lozano
Jubal
Akim Zedadka
Giacomo Bonaventura
Matz Sels
Andrea Pinamonti
Daniel Caligiuri
Chris Mepham
Roberto Pereyra
Ryan Sessegnon
Folarin Balogun
Luca de la Torre
Cheick Doucouré
Danilo Cataldi
Stefano Sensi
Andrea Ranocchia
Abdoulaye Doucouré
Lorenzo Colombo
Shon Weissman
Houssem Aouar
Kostas Stafylidis
Valentín Castellanos
Diogo Dalot
Leon Goretzka
Yunis Abdelhamid
Adrien Truffert
Alfred Duncan
Jason Berthomier
Tonny Vilhena
Darko Lazović
Willian
Brian Oliván
José Carlos Lazo
Carlos Vinícius
Rony Lopes
Jiří Pavlenka
Joelinton
Achraf Dari
Iddrisu Baba
Amine Gouiri
Tosin Adarabioyo
Branco van den Boomen
Éder Militão
Geoffrey Kondogbia
Nabil Bentaleb
Jhon Lucumí
Srđan Babić
Jordan Lotomba
Lars Stindl
Paul Jaeckel
João Moutinho
Jordi Masip
Sofiane Diop
Junior Dina Ebimbe
Jean-Charles Castelletto
Nathaniel Chalobah
Asmir Begović
Milan Škriniar
Anthony Elanga
Joël Matip
Alexander Meyer
Dodô
Jordan Veretout
Roberto Gagliardini
Arnaud Souquet
Sebastian Rode
Ronaldo Vieira
Gonzalo Melero
Álex Berenguer
Emi Buendía
Daniel Parejo
Cristian Romero
Alexsandro Ribeiro
Kristijan Jakić
Danny Ward
Rasmus Nissen
Francesco Caputo
Alexander Djiku
Ryan Fraser
Che Adams
Georginio Wijnaldum
Thierry Correia
Fikayo Tomori
Mattia Destro
Tom Davies
Boubacar Traoré
Gabriel Paulista
Rani Khedira
Roger Ibanez
Hianga Mananga Mbock
Jack Stephens
Fred
Patrik Schick
Abdoul Kader Bamba
Yvon Mvogo
Jamie Bynoe-Gittens
Jeremy Toljan
Niklas Stark
Odsonne Édouard
Mickaël Alphonse
Will Hughes
Ferrán Torres
Ibrahima Sissoko
Harry Toffolo
Sead Kolašinac
Brandon Baiye
Carlos Soler
Sheraldo Becker
Grégoire Defrel
Simon Kjær
Julian Kristoffersen
Nicolai Rapp
Aarón Martín
Darlin Yongwa
Florent Ogier
Ben Chilwell
Roque Mesa
Gianluca Caprari
Nikola Moro
Javi Galán
Nabil Fekir
Stefan Bell
Kristoffer Ajer
Chris Führich
Mario Pašalić
Ademola Lookman
Jesús Corona
Dani Ceballos
Filip Uremović
Felix Kalu Nmecha
Henrikh Mkhitaryan
Wilfried Singo
Hugo Magnetti
Mouctar Diakhaby
Benjamin Leroy
Aleksandr Golovin
Lebo Mothiba
Lilian Egloff
Jean-Ricner Bellegarde
Brandon Soppy
Theo Hernández
Dominik Kohr
Kasper Dolberg
Ryan Gravenberch
Kyle Walker
Cafú
Franck Ribéry
Joel Ward
Martin Braithwaite
Vanja Milinković-Savić
Robin Gosens
Andrea Petagna
Mathias Pereira Lage
Kristijan Bistrović
Rodrigo Battaglia
Mikkel Desler
Luca Pellegrini
Lukáš Hrádecký
Filip Kostić
Mohamed Simakan
Junior Messias
Dany Mota
Josan
Dani García
Silvan Widmer
Salomón Rondón
Ben Pearson
Isak Hien
Pablo Rosario
Aster Vranckx
Álvaro García
Philippe Coutinho
Érik Lamela
Jordan Ayew
Ivan Ilić
Emil Forsberg
Vladimír Darida
Yahia Fofana
Max Kruse
Dominique Heintz
Jordan Henderson
